!swp_3pattern_demands_for_WSIDI_training
! output file swp_3pattern_demands_for_WSIDI_training.table to use ONLY for retraining WSI-DI curves
!  with uniform SWP delivery patterns (equal to the 100% patterns) - see simulation protocol for
!  instructions on WSI-DI retraining procedures.
!
! New Baselines version (Jun 2009), based on (version 9B1) Common Assumptions CMP
! 2020D09E Level of Development Assumptions
! source spreadsheet: FIXED_BST_SWP_SOD_2021DCR_Oct2021_Public_3.18.24.xlsm
swp_3pattern_demands
contractor       month            percent          demand           remainDemand
                6               11              100             5.57            17.81
                6               12              100             4.67            12.24
                6                1              100             3.62             7.57
                6                2              100             2.51             3.95
                6                3              100             1.44             1.44
                7                4              100             0.27             4.80
                7                5              100             0.27             4.53
                7                6              100             0.27             4.26
                7                7              100             0.27             3.99
                7                8              100             0.27             3.72
                7                9              100             0.27             3.46
                7               10              100             1.06             3.19
                7               11              100             1.06             2.13
                7               12              100             0.27             1.08
                7                1              100             0.27             0.81
                7                2              100             0.27             0.54
                7                3              100             0.27             0.27
                8                4              100            15.22            69.18
                8                5              100             0.75            53.96
                8                6              100             0.75            53.20
                8                7              100             0.75            52.45
                8                8              100             0.75            51.69
                8                9              100             0.75            50.94
                8               10              100             1.73            50.19
                8               11              100             6.56            48.46
                8               12              100            10.50            41.90
                8                1              100            10.50            31.40
                8                2              100            10.50            20.91
                8                3              100            10.41            10.41
                9                4              100             1.59            27.50
                9                5              100             1.83            25.91
                9                6              100             1.86            24.08
                9                7              100             2.08            22.22
                9                8              100             1.86            20.14
                9                9              100             2.38            18.28
                9               10              100             2.91            15.90
                9               11              100             2.68            12.99
                9               12              100             2.31            10.32
                9                1              100             1.96             8.01
                9                2              100             3.03             6.05
                9                3              100             3.03             3.03
               10                4              100             0.00             9.31
               10                5              100             0.00             9.31
               10                6              100             0.00             9.31
               10                7              100             0.00             9.31
               10                8              100             0.00             9.31
               10                9              100             1.12             9.31
               10               10              100             1.53             8.19
               10               11              100             1.67             6.65
               10               12              100             1.63             4.98
               10                1              100             1.53             3.35
               10                2              100             0.84             1.81
               10                3              100             0.97             0.97
               11                4              100             0.18             2.90
               11                5              100             0.13             2.72
               11                6              100             0.12             2.60
               11                7              100             0.12             2.48
               11                8              100             0.21             2.35
               11                9              100             0.32             2.14
               11               10              100             0.35             1.82
               11               11              100             0.29             1.47
               11               12              100             0.23             1.18
               11                1              100             0.18             0.95
               11                2              100             0.13             0.77
               11                3              100             0.64             0.64
               12                4              100             5.01            27.88
               12                5              100             0.00            22.87
               12                6              100             0.00            22.87
               12                7              100             0.00            22.87
               12                8              100             0.00            22.87
               12                9              100             0.00            22.87
               12               10              100             0.48            22.87
               12               11              100             2.88            22.39
               12               12              100             4.85            19.50
               12                1              100             4.85            14.65
               12                2              100             4.85             9.81
               12                3              100             4.96             4.96
               13                4              100             0.18            36.57
               13                5              100             1.01            36.40
               13                6              100             1.75            35.39
               13                7              100             1.73            33.64
               13                8              100             2.89            31.91
               13                9              100             6.17            29.02
               13               10              100             7.44            22.85
               13               11              100             6.77            15.40
               13               12              100             3.94             8.64
               13                1              100             3.25             4.70
               13                2              100             0.98             1.45
               13                3              100             0.48             0.48
               14                4              100             0.13             2.43
               14                5              100             0.14             2.29
               14                6              100             0.13             2.16
               14                7              100             0.16             2.03
               14                8              100             0.16             1.87
               14                9              100             0.07             1.71
               14               10              100             0.54             1.64
               14               11              100             0.14             1.10
               14               12              100             0.33             0.96
               14                1              100             0.33             0.64
               14                2              100             0.15             0.31
               14                3              100             0.15             0.15
               15                4              100             2.35           134.60
               15                5              100             7.43           132.25
               15                6              100             9.63           124.82
               15                7              100            10.09           115.18
               15                8              100            11.57           105.09
               15                9              100            14.81            93.52
               15               10              100            14.81            78.71
               15               11              100            14.81            63.90
               15               12              100            14.67            49.10
               15                1              100            12.79            34.43
               15                2              100            11.17            21.63
               15                3              100            10.46            10.46
               16                4              100             6.21           440.40
               16                5              100             7.43           434.19
               16                6              100             6.44           426.76
               16                7              100            13.24           420.32
               16                8              100            38.13           407.08
               16                9              100            82.71           368.96
               16               10              100           101.52           286.24
               16               11              100            82.07           184.72
               16               12              100            49.38           102.65
               16                1              100            26.93            53.27
               16                2              100            15.61            26.33
               16                3              100            10.72            10.72
               17                4              100             1.19           119.36
               17                5              100             1.96           118.17
               17                6              100             5.48           116.21
               17                7              100            10.11           110.73
               17                8              100            16.67           100.62
               17                9              100            18.28            83.95
               17               10              100            19.59            65.67
               17               11              100            17.67            46.08
               17               12              100            12.87            28.41
               17                1              100             8.65            15.54
               17                2              100             4.39             6.90
               17                3              100             2.50             2.50
               18                4              100             0.73            62.82
               18                5              100             1.56            62.09
               18                6              100             2.29            60.53
               18                7              100             6.32            58.24
               18                8              100             8.11            51.92
               18                9              100             9.60            43.81
               18               10              100             9.76            34.22
               18               11              100             8.39            24.46
               18               12              100             6.62            16.07
               18                1              100             4.46             9.45
               18                2              100             2.92             4.99
               18                3              100             2.07             2.07
               19                4              100             1.28            79.58
               19                5              100             2.60            78.30
               19                6              100             2.09            75.70
               19                7              100             4.39            73.61
               19                8              100             9.05            69.22
               19                9              100            14.61            60.18
               19               10              100            16.34            45.57
               19               11              100            14.41            29.23
               19               12              100             8.60            14.82
               19                1              100             5.70             6.22
               19                2              100             0.35             0.52
               19                3              100             0.17             0.17
               20                4              100             0.18             2.30
               20                5              100             0.18             2.12
               20                6              100             0.18             1.95
               20                7              100             0.19             1.77
               20                8              100             0.19             1.58
               20                9              100             0.20             1.40
               20               10              100             0.20             1.20
               20               11              100             0.21             1.00
               20               12              100             0.21             0.80
               20                1              100             0.22             0.59
               20                2              100             0.20             0.37
               20                3              100             0.18             0.18
               21                4              100            13.15           192.10
               21                5              100            12.38           178.95
               21                6              100             8.09           166.57
               21                7              100            16.55           158.48
               21                8              100            16.68           141.94
               21                9              100            12.95           125.25
               21               10              100            14.85           112.30
               21               11              100            15.06            97.45
               21               12              100            17.73            82.40
               21                1              100            19.04            64.66
               21                2              100            18.95            45.63
               21                3              100            26.68            26.68
               22                4              100             0.19           141.57
               22                5              100             0.27           141.37
               22                6              100             0.47           141.10
               22                7              100            10.50           140.63
               22                8              100            10.97           130.14
               22                9              100             8.58           119.17
               22               10              100            12.92           110.59
               22               11              100            35.99            97.68
               22               12              100            22.10            61.69
               22                1              100            11.03            39.59
               22                2              100            16.00            28.56
               22                3              100            12.57            12.57
               23                4              100             6.68           317.39
               23                5              100            12.49           310.70
               23                6              100            16.23           298.22
               23                7              100            25.40           281.98
               23                8              100            33.69           256.58
               23                9              100            35.60           222.89
               23               10              100            39.74           187.29
               23               11              100            34.20           147.55
               23               12              100            27.64           113.35
               23                1              100            28.51            85.71
               23                2              100            27.60            57.21
               23                3              100            29.61            29.61
               24                4              100            36.17           763.12
               24                5              100            32.93           726.95
               24                6              100            35.06           694.02
               24                7              100            41.83           658.95
               24                8              100            42.48           617.12
               24                9              100            42.97           574.64
               24               10              100            63.75           531.67
               24               11              100            63.97           467.92
               24               12              100            93.68           403.95
               24                1              100           109.55           310.27
               24                2              100           101.74           200.72
               24                3              100            98.98            98.98
               25                4              100            11.41           297.33
               25                5              100            12.24           285.92
               25                6              100            20.04           273.68
               25                7              100            25.30           253.64
               25                8              100            27.60           228.34
               25                9              100            27.90           200.74
               25               10              100            29.67           172.83
               25               11              100            30.94           143.16
               25               12              100            28.57           112.22
               25                1              100            30.63            83.65
               25                2              100            27.79            53.01
               25                3              100            25.22            25.22
               26                4              100             4.24            51.35
               26                5              100             4.24            47.11
               26                6              100             4.24            42.87
               26                7              100             4.30            38.63
               26                8              100             4.31            34.32
               26                9              100             4.31            30.02
               26               10              100             4.31            25.71
               26               11              100             4.30            21.40
               26               12              100             4.30            17.10
               26                1              100             4.30            12.81
               26                2              100             4.25             8.50
               26                3              100             4.25             4.25
               27                4              100             0.82            17.48
               27                5              100             0.73            16.66
               27                6              100             0.32            15.93
               27                7              100             1.02            15.62
               27                8              100             1.15            14.59
               27                9              100             2.25            13.45
               27               10              100             2.32            11.19
               27               11              100             2.34             8.87
               27               12              100             1.86             6.53
               27                1              100             1.79             4.67
               27                2              100             1.44             2.88
               27                3              100             1.44             1.44
               28                4              100             0.02             2.94
               28                5              100             0.04             2.92
               28                6              100             0.19             2.88
               28                7              100             0.40             2.69
               28                8              100             0.52             2.29
               28                9              100             0.59             1.77
               28               10              100             0.54             1.18
               28               11              100             0.36             0.64
               28               12              100             0.07             0.29
               28                1              100             0.18             0.21
               28                2              100             0.03             0.03
               28                3              100             0.00             0.00
               29                4              100             0.84            11.78
               29                5              100             1.16            10.94
               29                6              100             1.19             9.78
               29                7              100             0.75             8.59
               29                8              100             1.05             7.83
               29                9              100             1.05             6.78
               29               10              100             1.07             5.72
               29               11              100             1.23             4.65
               29               12              100             0.99             3.42
               29                1              100             0.95             2.43
               29                2              100             0.87             1.48
               29                3              100             0.62             0.62
               30                4              100             1.50            90.18
               30                5              100             9.09            88.68
               30                6              100             9.59            79.59
               30                7              100             7.79            70.00
               30                8              100             8.03            62.20
               30                9              100             8.01            54.17
               30               10              100             8.11            46.16
               30               11              100             8.14            38.05
               30               12              100             8.13            29.90
               30                1              100             7.53            21.77
               30                2              100             7.20            14.24
               30                3              100             7.05             7.05
               31                4              100             0.00            28.80
               31                5              100             0.58            28.80
               31                6              100             3.10            28.22
               31                7              100             3.00            25.12
               31                8              100             3.10            22.12
               31                9              100             3.00            19.02
               31               10              100             3.10            16.02
               31               11              100             3.10            12.92
               31               12              100             3.00             9.82
               31                1              100             3.10             6.82
               31                2              100             2.68             3.72
               31                3              100             1.04             1.04
               32                4              100             0.00            11.31
               32                5              100             0.45            11.31
               32                6              100             0.62            10.86
               32                7              100             0.79            10.24
               32                8              100             0.69             9.46
               32                9              100             1.43             8.77
               32               10              100             1.60             7.34
               32               11              100             1.60             5.73
               32               12              100             1.50             4.13
               32                1              100             1.41             2.63
               32                2              100             0.68             1.22
               32                3              100             0.54             0.54
               33                4              100             1.01            12.50
               33                5              100             1.02            11.49
               33                6              100             1.05            10.47
               33                7              100             1.07             9.43
               33                8              100             1.11             8.35
               33                9              100             1.11             7.25
               33               10              100             1.13             6.14
               33               11              100             1.13             5.00
               33               12              100             1.07             3.87
               33                1              100             1.05             2.80
               33                2              100             0.85             1.75
               33                3              100             0.90             0.90
               34                4              100             1.56            28.73
               34                5              100             1.50            27.17
               34                6              100             1.57            25.67
               34                7              100             1.81            24.11
               34                8              100             2.13            22.30
               34                9              100             3.22            20.17
               34               10              100             3.26            16.95
               34               11              100             3.27            13.68
               34               12              100             3.50            10.42
               34                1              100             3.46             6.92
               34                2              100             1.78             3.45
               34                3              100             1.67             1.67
               35                4              100             1.63            63.63
               35                5              100             1.82            61.99
               35                6              100             1.80            60.17
               35                7              100             2.15            58.37
               35                8              100             2.92            56.22
               35                9              100             6.36            53.30
               35               10              100             9.78            46.95
               35               11              100            10.08            37.17
               35               12              100            10.75            27.09
               35                1              100             9.30            16.34
               35                2              100             3.95             7.04
               35                3              100             3.09             3.09
               36                4              100             0.68            23.88
               36                5              100             0.20            23.19
               36                6              100             0.20            23.00
               36                7              100             0.96            22.80
               36                8              100             1.51            21.84
               36                9              100             2.48            20.33
               36               10              100             2.48            17.85
               36               11              100             2.98            15.37
               36               12              100             2.81            12.39
               36                1              100             3.51             9.58
               36                2              100             3.11             6.08
               36                3              100             2.96             2.96
               37                4              100             0.00            87.47
               37                5              100             0.00            87.47
               37                6              100             0.00            87.47
               37                7              100             0.00            87.47
               37                8              100             0.00            87.47
               37                9              100            12.60            87.47
               37               10              100            14.35            74.86
               37               11              100            15.74            60.52
               37               12              100            13.55            44.77
               37                1              100             7.95            31.22
               37                2              100             7.53            23.27
               37                3              100            15.74            15.74
               38                4              100             0.37             7.45
               38                5              100             0.37             7.08
               38                6              100             0.37             6.72
               38                7              100             0.37             6.35
               38                8              100             0.37             5.98
               38                9              100             0.37             5.61
               38               10              100             0.37             5.24
               38               11              100             0.37             4.87
               38               12              100             0.37             4.51
               38                1              100             0.37             4.14
               38                2              100             2.05             3.77
               38                3              100             1.72             1.72
               39                4              100             1.01            12.55
               39                5              100             1.01            11.53
               39                6              100             1.02            10.52
               39                7              100             1.08             9.50
               39                8              100             1.08             8.42
               39                9              100             1.08             7.34
               39               10              100             1.08             6.26
               39               11              100             1.08             5.18
               39               12              100             1.08             4.10
               39                1              100             1.08             3.01
               39                2              100             1.08             1.93
               39                3              100             0.85             0.85
                1                4               60             0.15            49.74
                1                5               60             0.37            49.60
                1                6               60             0.48            49.23
                1                7               60             0.86            48.75
                1                8               60             3.95            47.89
                1                9               60             5.33            43.94
                1               10               60            10.19            38.61
                1               11               60            10.95            28.42
                1               12               60             8.74            17.48
                1                1               60             5.83             8.74
                1                2               60             2.38             2.91
                1                3               60             0.53             0.53
                2                4               60             0.51            20.88
                2                5               60             0.78            20.37
                2                6               60             1.01            19.59
                2                7               60             0.99            18.58
                2                8               60             1.95            17.59
                2                9               60             2.50            15.64
                2               10               60             2.85            13.13
                2               11               60             2.64            10.29
                2               12               60             2.38             7.64
                2                1               60             2.17             5.27
                2                2               60             1.84             3.10
                2                3               60             1.25             1.25
                3                4               60             1.22            25.68
                3                5               60             1.22            24.46
                3                6               60             1.22            23.24
                3                7               60             1.22            22.01
                3                8               60             1.22            20.79
                3                9               60             1.22            19.57
                3               10               60             1.43            18.34
                3               11               60             1.86            16.91
                3               12               60             2.61            15.05
                3                1               60             3.77            12.44
                3                2               60             4.21             8.68
                3                3               60             4.46             4.46
                4                4               60             5.69            99.03
                4                5               60             6.86            93.34
                4                6               60             7.21            86.48
                4                7               60             7.63            79.27
                4                8               60             9.38            71.64
                4                9               60             9.03            62.26
                4               10               60             9.53            53.23
                4               11               60             9.82            43.70
                4               12               60             9.38            33.88
                4                1               60             9.57            24.50
                4                2               60             8.14            14.93
                4                3               60             6.79             6.79
                5                4               60             1.06            12.70
                5                5               60             1.06            11.64
                5                6               60             1.06            10.58
                5                7               60             1.06             9.53
                5                8               60             1.06             8.47
                5                9               60             1.06             7.41
                5               10               60             1.06             6.35
                5               11               60             1.06             5.29
                5               12               60             1.06             4.23
                5                1               60             1.06             3.18
                5                2               60             1.06             2.12
                5                3               60             1.06             1.06
                6                4               60             2.67            40.68
                6                5               60             2.21            38.01
                6                6               60             1.50            35.80
                6                7               60             2.37            34.30
                6                8               60             3.79            31.93
                6                9               60             4.64            28.15
                6               10               60             5.70            23.51
                6               11               60             5.57            17.81
                6               12               60             4.67            12.24
                6                1               60             3.62             7.57
                6                2               60             2.51             3.95
                6                3               60             1.44             1.44
                7                4               60             0.27             4.80
                7                5               60             0.27             4.53
                7                6               60             0.27             4.26
                7                7               60             0.27             3.99
                7                8               60             0.27             3.72
                7                9               60             0.27             3.46
                7               10               60             1.06             3.19
                7               11               60             1.06             2.13
                7               12               60             0.27             1.08
                7                1               60             0.27             0.81
                7                2               60             0.27             0.54
                7                3               60             0.27             0.27
                8                4               60            15.22            69.18
                8                5               60             0.75            53.96
                8                6               60             0.75            53.20
                8                7               60             0.75            52.45
                8                8               60             0.75            51.69
                8                9               60             0.75            50.94
                8               10               60             1.73            50.19
                8               11               60             6.56            48.46
                8               12               60            10.50            41.90
                8                1               60            10.50            31.40
                8                2               60            10.50            20.91
                8                3               60            10.41            10.41
                9                4               60             1.59            27.50
                9                5               60             1.83            25.91
                9                6               60             1.86            24.08
                9                7               60             2.08            22.22
                9                8               60             1.86            20.14
                9                9               60             2.38            18.28
                9               10               60             2.91            15.90
                9               11               60             2.68            12.99
                9               12               60             2.31            10.32
                9                1               60             1.96             8.01
                9                2               60             3.03             6.05
                9                3               60             3.03             3.03
               10                4               60             0.00             9.31
               10                5               60             0.00             9.31
               10                6               60             0.00             9.31
               10                7               60             0.00             9.31
               10                8               60             0.00             9.31
               10                9               60             1.12             9.31
               10               10               60             1.53             8.19
               10               11               60             1.67             6.65
               10               12               60             1.63             4.98
               10                1               60             1.53             3.35
               10                2               60             0.84             1.81
               10                3               60             0.97             0.97
               11                4               60             0.18             2.90
               11                5               60             0.13             2.72
               11                6               60             0.12             2.60
               11                7               60             0.12             2.48
               11                8               60             0.21             2.35
               11                9               60             0.32             2.14
               11               10               60             0.35             1.82
               11               11               60             0.29             1.47
               11               12               60             0.23             1.18
               11                1               60             0.18             0.95
               11                2               60             0.13             0.77
               11                3               60             0.64             0.64
               12                4               60             5.01            27.88
               12                5               60             0.00            22.87
               12                6               60             0.00            22.87
               12                7               60             0.00            22.87
               12                8               60             0.00            22.87
               12                9               60             0.00            22.87
               12               10               60             0.48            22.87
               12               11               60             2.88            22.39
               12               12               60             4.85            19.50
               12                1               60             4.85            14.65
               12                2               60             4.85             9.81
               12                3               60             4.96             4.96
               13                4               60             0.18            36.57
               13                5               60             1.01            36.40
               13                6               60             1.75            35.39
               13                7               60             1.73            33.64
               13                8               60             2.89            31.91
               13                9               60             6.17            29.02
               13               10               60             7.44            22.85
               13               11               60             6.77            15.40
               13               12               60             3.94             8.64
               13                1               60             3.25             4.70
               13                2               60             0.98             1.45
               13                3               60             0.48             0.48
               14                4               60             0.13             2.43
               14                5               60             0.14             2.29
               14                6               60             0.13             2.16
               14                7               60             0.16             2.03
               14                8               60             0.16             1.87
               14                9               60             0.07             1.71
               14               10               60             0.54             1.64
               14               11               60             0.14             1.10
               14               12               60             0.33             0.96
               14                1               60             0.33             0.64
               14                2               60             0.15             0.31
               14                3               60             0.15             0.15
               15                4               60             2.35           134.60
               15                5               60             7.43           132.25
               15                6               60             9.63           124.82
               15                7               60            10.09           115.18
               15                8               60            11.57           105.09
               15                9               60            14.81            93.52
               15               10               60            14.81            78.71
               15               11               60            14.81            63.90
               15               12               60            14.67            49.10
               15                1               60            12.79            34.43
               15                2               60            11.17            21.63
               15                3               60            10.46            10.46
               16                4               60             6.21           440.40
               16                5               60             7.43           434.19
               16                6               60             6.44           426.76
               16                7               60            13.24           420.32
               16                8               60            38.13           407.08
               16                9               60            82.71           368.96
               16               10               60           101.52           286.24
               16               11               60            82.07           184.72
               16               12               60            49.38           102.65
               16                1               60            26.93            53.27
               16                2               60            15.61            26.33
               16                3               60            10.72            10.72
               17                4               60             1.19           119.36
               17                5               60             1.96           118.17
               17                6               60             5.48           116.21
               17                7               60            10.11           110.73
               17                8               60            16.67           100.62
               17                9               60            18.28            83.95
               17               10               60            19.59            65.67
               17               11               60            17.67            46.08
               17               12               60            12.87            28.41
               17                1               60             8.65            15.54
               17                2               60             4.39             6.90
               17                3               60             2.50             2.50
               18                4               60             0.73            62.82
               18                5               60             1.56            62.09
               18                6               60             2.29            60.53
               18                7               60             6.32            58.24
               18                8               60             8.11            51.92
               18                9               60             9.60            43.81
               18               10               60             9.76            34.22
               18               11               60             8.39            24.46
               18               12               60             6.62            16.07
               18                1               60             4.46             9.45
               18                2               60             2.92             4.99
               18                3               60             2.07             2.07
               19                4               60             1.28            79.58
               19                5               60             2.60            78.30
               19                6               60             2.09            75.70
               19                7               60             4.39            73.61
               19                8               60             9.05            69.22
               19                9               60            14.61            60.18
               19               10               60            16.34            45.57
               19               11               60            14.41            29.23
               19               12               60             8.60            14.82
               19                1               60             5.70             6.22
               19                2               60             0.35             0.52
               19                3               60             0.17             0.17
               20                4               60             0.18             2.30
               20                5               60             0.18             2.12
               20                6               60             0.18             1.95
               20                7               60             0.19             1.77
               20                8               60             0.19             1.58
               20                9               60             0.20             1.40
               20               10               60             0.20             1.20
               20               11               60             0.21             1.00
               20               12               60             0.21             0.80
               20                1               60             0.22             0.59
               20                2               60             0.20             0.37
               20                3               60             0.18             0.18
               21                4               60            13.15           192.10
               21                5               60            12.38           178.95
               21                6               60             8.09           166.57
               21                7               60            16.55           158.48
               21                8               60            16.68           141.94
               21                9               60            12.95           125.25
               21               10               60            14.85           112.30
               21               11               60            15.06            97.45
               21               12               60            17.73            82.40
               21                1               60            19.04            64.66
               21                2               60            18.95            45.63
               21                3               60            26.68            26.68
               22                4               60             0.19           141.57
               22                5               60             0.27           141.37
               22                6               60             0.47           141.10
               22                7               60            10.50           140.63
               22                8               60            10.97           130.14
               22                9               60             8.58           119.17
               22               10               60            12.92           110.59
               22               11               60            35.99            97.68
               22               12               60            22.10            61.69
               22                1               60            11.03            39.59
               22                2               60            16.00            28.56
               22                3               60            12.57            12.57
               23                4               60             6.68           317.39
               23                5               60            12.49           310.70
               23                6               60            16.23           298.22
               23                7               60            25.40           281.98
               23                8               60            33.69           256.58
               23                9               60            35.60           222.89
               23               10               60            39.74           187.29
               23               11               60            34.20           147.55
               23               12               60            27.64           113.35
               23                1               60            28.51            85.71
               23                2               60            27.60            57.21
               23                3               60            29.61            29.61
               24                4               60            36.17           763.12
               24                5               60            32.93           726.95
               24                6               60            35.06           694.02
               24                7               60            41.83           658.95
               24                8               60            42.48           617.12
               24                9               60            42.97           574.64
               24               10               60            63.75           531.67
               24               11               60            63.97           467.92
               24               12               60            93.68           403.95
               24                1               60           109.55           310.27
               24                2               60           101.74           200.72
               24                3               60            98.98            98.98
               25                4               60            11.41           297.33
               25                5               60            12.24           285.92
               25                6               60            20.04           273.68
               25                7               60            25.30           253.64
               25                8               60            27.60           228.34
               25                9               60            27.90           200.74
               25               10               60            29.67           172.83
               25               11               60            30.94           143.16
               25               12               60            28.57           112.22
               25                1               60            30.63            83.65
               25                2               60            27.79            53.01
               25                3               60            25.22            25.22
               26                4               60             4.24            51.35
               26                5               60             4.24            47.11
               26                6               60             4.24            42.87
               26                7               60             4.30            38.63
               26                8               60             4.31            34.32
               26                9               60             4.31            30.02
               26               10               60             4.31            25.71
               26               11               60             4.30            21.40
               26               12               60             4.30            17.10
               26                1               60             4.30            12.81
               26                2               60             4.25             8.50
               26                3               60             4.25             4.25
               27                4               60             0.82            17.48
               27                5               60             0.73            16.66
               27                6               60             0.32            15.93
               27                7               60             1.02            15.62
               27                8               60             1.15            14.59
               27                9               60             2.25            13.45
               27               10               60             2.32            11.19
               27               11               60             2.34             8.87
               27               12               60             1.86             6.53
               27                1               60             1.79             4.67
               27                2               60             1.44             2.88
               27                3               60             1.44             1.44
               28                4               60             0.02             2.94
               28                5               60             0.04             2.92
               28                6               60             0.19             2.88
               28                7               60             0.40             2.69
               28                8               60             0.52             2.29
               28                9               60             0.59             1.77
               28               10               60             0.54             1.18
               28               11               60             0.36             0.64
               28               12               60             0.07             0.29
               28                1               60             0.18             0.21
               28                2               60             0.03             0.03
               28                3               60             0.00             0.00
               29                4               60             0.84            11.78
               29                5               60             1.16            10.94
               29                6               60             1.19             9.78
               29                7               60             0.75             8.59
               29                8               60             1.05             7.83
               29                9               60             1.05             6.78
               29               10               60             1.07             5.72
               29               11               60             1.23             4.65
               29               12               60             0.99             3.42
               29                1               60             0.95             2.43
               29                2               60             0.87             1.48
               29                3               60             0.62             0.62
               30                4               60             1.50            90.18
               30                5               60             9.09            88.68
               30                6               60             9.59            79.59
               30                7               60             7.79            70.00
               30                8               60             8.03            62.20
               30                9               60             8.01            54.17
               30               10               60             8.11            46.16
               30               11               60             8.14            38.05
               30               12               60             8.13            29.90
               30                1               60             7.53            21.77
               30                2               60             7.20            14.24
               30                3               60             7.05             7.05
               31                4               60             0.00            28.80
               31                5               60             0.58            28.80
               31                6               60             3.10            28.22
               31                7               60             3.00            25.12
               31                8               60             3.10            22.12
               31                9               60             3.00            19.02
               31               10               60             3.10            16.02
               31               11               60             3.10            12.92
               31               12               60             3.00             9.82
               31                1               60             3.10             6.82
               31                2               60             2.68             3.72
               31                3               60             1.04             1.04
               32                4               60             0.00            11.31
               32                5               60             0.45            11.31
               32                6               60             0.62            10.86
               32                7               60             0.79            10.24
               32                8               60             0.69             9.46
               32                9               60             1.43             8.77
               32               10               60             1.60             7.34
               32               11               60             1.60             5.73
               32               12               60             1.50             4.13
               32                1               60             1.41             2.63
               32                2               60             0.68             1.22
               32                3               60             0.54             0.54
               33                4               60             1.01            12.50
               33                5               60             1.02            11.49
               33                6               60             1.05            10.47
               33                7               60             1.07             9.43
               33                8               60             1.11             8.35
               33                9               60             1.11             7.25
               33               10               60             1.13             6.14
               33               11               60             1.13             5.00
               33               12               60             1.07             3.87
               33                1               60             1.05             2.80
               33                2               60             0.85             1.75
               33                3               60             0.90             0.90
               34                4               60             1.56            28.73
               34                5               60             1.50            27.17
               34                6               60             1.57            25.67
               34                7               60             1.81            24.11
               34                8               60             2.13            22.30
               34                9               60             3.22            20.17
               34               10               60             3.26            16.95
               34               11               60             3.27            13.68
               34               12               60             3.50            10.42
               34                1               60             3.46             6.92
               34                2               60             1.78             3.45
               34                3               60             1.67             1.67
               35                4               60             1.63            63.63
               35                5               60             1.82            61.99
               35                6               60             1.80            60.17
               35                7               60             2.15            58.37
               35                8               60             2.92            56.22
               35                9               60             6.36            53.30
               35               10               60             9.78            46.95
               35               11               60            10.08            37.17
               35               12               60            10.75            27.09
               35                1               60             9.30            16.34
               35                2               60             3.95             7.04
               35                3               60             3.09             3.09
               36                4               60             0.68            23.88
               36                5               60             0.20            23.19
               36                6               60             0.20            23.00
               36                7               60             0.96            22.80
               36                8               60             1.51            21.84
               36                9               60             2.48            20.33
               36               10               60             2.48            17.85
               36               11               60             2.98            15.37
               36               12               60             2.81            12.39
               36                1               60             3.51             9.58
